"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
24974,"Morera","16/02/2011 09:29","Alto (> 8 mts)",180,"Grande",-68.8378272721,-32.8959673032,2,"Barrio Civico",2366816.36021,0,0.398361172294244,0
37723,"Fresno europeo","14/01/2012 10:17","Medio (4 - 8 mts)",80,"Grande",-68.8512738716,-32.8727792241,6,"Residencial Norte",2694682.37982,0,0.537722986191511,1
12268,"Morera","10/01/2011 11:14","Alto (> 8 mts)",230,"Grande",-68.8448759946,-32.867161019,4,"Cuarta Oeste",1173332.70145,0,0.645379919558764,1
41438,"Morera","07/04/2011 13:49","Alto (> 8 mts)",130,"Grande",-68.8414812117,-32.8818074101,1,"Parque Central",1655357.93265,0,0.193802736932412,0
5891,"Pltano","14/04/2011 12:38","Alto (> 8 mts)",155,"Grande",-68.845661391,-32.8827758795,1,"Parque Central",1655357.93265,0,0.895602562697604,1
956,"Morera","11/01/2012 12:32","Muy bajo (1 - 2 mts)",10,"Chico",-68.8346645967,-32.8950678179,3,"Parque O'Higgins",1531146.02653,0,0.379041684558615,0
38877,"Paraiso","09/12/2010 09:24","Medio (4 - 8 mts)",189,"Grande",-68.8482941792,-32.8716929971,6,"Residencial Norte",2694682.37982,0,0.313570091035217,0
39709,"Morera","30/08/2010 10:53","Medio (4 - 8 mts)",100,"Grande",-68.8450576573,-32.8696899756,4,"Cuarta Oeste",1173332.70145,0,0.0434527755714953,0
8532,"Morera","08/02/2011 09:07","Alto (> 8 mts)",106,"Grande",-68.8374159969,-32.8988551051,2,"Barrio Civico",2366816.36021,0,0.527595403371379,1
35107,"Fresno europeo","28/03/2011 12:26","Alto (> 8 mts)",80,"Grande",-68.8523353616,-32.881333172,1,"Parque Central",1655357.93265,0,0.42827567528002,0
7630,"Morera","21/06/2011 09:24","Bajo (2 - 4 mts)",36,"Mediano",-68.8558476985,-32.8830369028,5,"Residencial Sur",2423808.92355,0,0.61013799207285,1
8264,"Ailanthus","09/03/2011 18:57","Alto (> 8 mts)",42,"Mediano",-68.8453281531,-32.892276197,2,"Barrio Civico",2366816.36021,0,0.660814355127513,1
29971,"Fresno americano","28/04/2011 12:24","Medio (4 - 8 mts)",115,"Grande",-68.8418702957,-32.8867440369,3,"Parque O'Higgins",1531146.02653,0,0.383310159901157,0
12909,"Morera","14/01/2011 10:26","Alto (> 8 mts)",130,"Grande",-68.8448595416,-32.863874843,4,"Cuarta Oeste",1173332.70145,0,0.712557600345463,1
6047,"Pltano","20/04/2011 11:41","Alto (> 8 mts)",190,"Grande",-68.8450927821,-32.8864525944,1,"Parque Central",1655357.93265,0,0.15073068276979,0
3105,"Morera","19/09/2011 09:08","Medio (4 - 8 mts)",160,"Grande",-68.8219885809,-32.8714219502,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.146552347810939,0
19185,"Morera","18/07/2011 09:50","Medio (4 - 8 mts)",84,"Grande",-68.8412455116,-32.8723731445,4,"Cuarta Oeste",1173332.70145,0,0.578675233991817,1
7635,"Morera","22/06/2011 12:58","Medio (4 - 8 mts)",50,"Mediano",-68.8545129058,-32.8834866337,5,"Residencial Sur",2423808.92355,0,0.741496580187231,1
23338,"Morera","31/01/2011 15:50","Alto (> 8 mts)",98,"Grande",-68.850635282,-32.9014224285,2,"Barrio Civico",2366816.36021,0,0.299714674474671,0
45658,"Olmo comun","19/09/2011 15:23","Medio (4 - 8 mts)",130,"Grande",-68.8207825214,-32.8720192602,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.432780503295362,0
24513,"Morera","10/01/2011 10:29","Alto (> 8 mts)",157,"Grande",-68.8470970266,-32.9034877218,2,"Barrio Civico",2366816.36021,0,0.148067740956321,0
32337,"Pltano","24/06/2011 11:57","Alto (> 8 mts)",137,"Grande",-68.852333029,-32.8905788296,5,"Residencial Sur",2423808.92355,1,0.2473061804194,0
40650,"Morera","13/04/2011 09:55","Alto (> 8 mts)",195,"Grande",-68.84342543,-32.8851159145,1,"Parque Central",1655357.93265,0,0.164924686774611,0
19653,"Morera","13/07/2011 09:56","Alto (> 8 mts)",110,"Grande",-68.8351000255,-32.8704048663,4,"Cuarta Oeste",1173332.70145,1,0.220212649321184,0
18466,"Morera","07/07/2011 11:40","Alto (> 8 mts)",155,"Grande",-68.8389140689,-32.8738167514,4,"Cuarta Oeste",1173332.70145,0,0.168238102691248,0
24510,"Olmo comun","10/01/2011 10:58","Alto (> 8 mts)",126,"Grande",-68.8472208743,-32.903322323,2,"Barrio Civico",2366816.36021,0,0.667781841475517,1
18613,"Morera","06/07/2011 11:33","Alto (> 8 mts)",190,"Grande",-68.8377980718,-32.8746822256,1,"Parque Central",1655357.93265,1,0.909576456062496,1
41100,"Fresno europeo","27/04/2011 13:02","Alto (> 8 mts)",98,"Grande",-68.8387154123,-32.8821622122,1,"Parque Central",1655357.93265,0,0.609033802291378,1
12673,"Paraiso","17/01/2011 13:13","Alto (> 8 mts)",190,"Grande",-68.8470230276,-32.8627631369,4,"Cuarta Oeste",1173332.70145,0,0.950877272989601,1
45651,"Morera","21/09/2011 12:58","Alto (> 8 mts)",195,"Grande",-68.8212277203,-32.8721948826,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.15490877837874,0
39855,"Morera","03/05/2011 13:31","Medio (4 - 8 mts)",88,"Grande",-68.8441021761,-32.8731455216,6,"Residencial Norte",2694682.37982,0,0.864958230173215,1
47581,"Morera","16/09/2011 08:56","Alto (> 8 mts)",70,"Grande",-68.8260221523,-32.8719304546,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.524317111819983,1
40590,"Morera","15/04/2011 11:41","Alto (> 8 mts)",180,"Grande",-68.8467760059,-32.8836705974,1,"Parque Central",1655357.93265,0,0.588738218648359,1
6669,"lamo criollo","16/05/2011 10:19","Alto (> 8 mts)",210,"Grande",-68.8620559276,-32.8912606964,5,"Residencial Sur",2423808.92355,0,0.345667549874634,0
42702,"Morera","30/09/2011 12:12","Alto (> 8 mts)",168,"Grande",-68.8293558905,-32.877407309,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.692529480904341,1
37842,"Morera","24/11/2010 12:15","Alto (> 8 mts)",180,"Grande",-68.8529521453,-32.8725896135,6,"Residencial Norte",2694682.37982,0,0.910564682679251,1
42571,"Morera","26/09/2011 10:40","Alto (> 8 mts)",170,"Grande",-68.8276967118,-32.8755577311,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.991457606898621,1
13552,"Morera","28/01/2011 12:17","Alto (> 8 mts)",130,"Grande",-68.8506311032,-32.864666432,6,"Residencial Norte",2694682.37982,0,0.323294930858538,0
38461,"Paraiso","03/11/2010 12:19","Alto (> 8 mts)",180,"Grande",-68.8515026782,-32.8693968047,6,"Residencial Norte",2694682.37982,0,0.446581112919375,0
17854,"Pltano","02/08/2011 09:51","Alto (> 8 mts)",130,"Grande",-68.8358262792,-32.8662850253,4,"Cuarta Oeste",1173332.70145,0,0.288766936631873,0
34105,"Morera","30/05/2011 13:24","Medio (4 - 8 mts)",130,"Grande",-68.8572715748,-32.8850296895,5,"Residencial Sur",2423808.92355,0,0.823282087454572,1
26397,"Morera","25/10/2011 10:10","Muy bajo (1 - 2 mts)",8,"Chico",-68.832859918,-32.8897288211,3,"Parque O'Higgins",1531146.02653,0,0.259719820693135,0
9321,"Olmo comun","17/02/2011 09:55","Medio (4 - 8 mts)",86,"Grande",-68.8464951947,-32.8646255517,4,"Cuarta Oeste",1173332.70145,0,0.839351423084736,1
12024,"Morera","07/04/2010 11:39","Medio (4 - 8 mts)",135,"Grande",-68.8530237572,-32.8666183152,6,"Residencial Norte",2694682.37982,0,0.651084774173796,1
37397,"Acer","26/11/2010 12:02","Medio (4 - 8 mts)",50,"Mediano",-68.8568544328,-32.8724230885,6,"Residencial Norte",2694682.37982,0,0.65072103170678,1
30897,"Acer","17/02/2011 11:58","Bajo (2 - 4 mts)",5,"Chico",-68.8547545155,-32.8660659113,6,"Residencial Norte",2694682.37982,0,0.743794057052583,1
34441,"Morera","09/03/2011 12:40","Alto (> 8 mts)",124,"Grande",-68.8502222608,-32.8740695712,6,"Residencial Norte",2694682.37982,0,0.548548455350101,1
15121,"Fresno americano","18/11/2011 08:58","Bajo (2 - 4 mts)",45,"Mediano",-68.8590780175,-32.8692230439,6,"Residencial Norte",2694682.37982,0,0.181746989488602,0
21919,"Morera","07/06/2011 09:14","Alto (> 8 mts)",180,"Grande",-68.8588911856,-32.8957225859,5,"Residencial Sur",2423808.92355,0,0.506753573659807,1
27786,"Fresno europeo","03/11/2011 10:18","Medio (4 - 8 mts)",60,"Mediano",-68.8348607543,-32.8949298182,3,"Parque O'Higgins",1531146.02653,0,0.831171446479857,1
47621,"Morera","08/09/2011 10:42","Alto (> 8 mts)",170,"Grande",-68.8301470118,-32.8709590019,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.152316748630255,0
29623,"Morera","23/03/2011 19:29","Alto (> 8 mts)",108,"Grande",-68.8438631194,-32.8942755598,2,"Barrio Civico",2366816.36021,1,0.30489237816073,0
34165,"Morera","10/03/2011 12:14","Alto (> 8 mts)",138,"Grande",-68.8568892066,-32.8733914577,6,"Residencial Norte",2694682.37982,0,0.810218789149076,1
44190,"Acacia SP","17/10/2011 10:07","Alto (> 8 mts)",150,"Grande",-68.8341384758,-32.8824888336,3,"Parque O'Higgins",1531146.02653,0,0.975071768276393,1
35769,"Paraiso","18/03/2011 13:02","Medio (4 - 8 mts)",120,"Grande",-68.8545868382,-32.8743130388,6,"Residencial Norte",2694682.37982,0,0.720962693914771,1
32882,"Fresno europeo","10/06/2011 10:20","Medio (4 - 8 mts)",100,"Grande",-68.8510545216,-32.8855199938,5,"Residencial Sur",2423808.92355,0,0.274095321539789,0
22523,"Fresno europeo","17/06/2011 09:57","Medio (4 - 8 mts)",55,"Mediano",-68.8606652891,-32.8994045852,5,"Residencial Sur",2423808.92355,0,0.0140867913141847,0
30086,"Morera","26/04/2011 10:56","Alto (> 8 mts)",200,"Grande",-68.8424262921,-32.8872125391,3,"Parque O'Higgins",1531146.02653,1,0.929407049901783,1
16260,"Fresno americano","21/07/2011 09:48","Muy bajo (1 - 2 mts)",20,"Chico",-68.8429510894,-32.8647292878,4,"Cuarta Oeste",1173332.70145,0,0.278179950779304,0
23013,"Olmo comun","17/06/2011 18:28","Medio (4 - 8 mts)",58,"Mediano",-68.8582512409,-32.8997629601,5,"Residencial Sur",2423808.92355,1,0.0554085047915578,0
14652,"Aguaribay","15/12/2011 17:54","Muy bajo (1 - 2 mts)",8,"Chico",-68.882451648,-32.8675343574,8,"Aeroparque",2203364.73622,0,0.135237763170153,0
20133,"Pltano","16/05/2011 10:58","Alto (> 8 mts)",180,"Grande",-68.8605041414,-32.891336525,5,"Residencial Sur",2423808.92355,0,0.613115394953638,1
37085,"Morera","06/04/2011 09:31","Bajo (2 - 4 mts)",34,"Mediano",-68.8578084095,-32.8763697885,7,"Residencial Parque",1786336.08966,0,0.0223626608494669,0
14092,"Morera","02/12/2011 09:06","Medio (4 - 8 mts)",40,"Mediano",-68.876593766,-32.8688510592,8,"Aeroparque",2203364.73622,0,0.901949573773891,1
39683,"Morera","30/08/2010 11:17","Bajo (2 - 4 mts)",10,"Chico",-68.8460948491,-32.8691061445,6,"Residencial Norte",2694682.37982,0,0.39782238821499,0
41976,"Morera","20/04/2011 14:11","Medio (4 - 8 mts)",50,"Mediano",-68.8378013097,-32.8796473082,1,"Parque Central",1655357.93265,0,0.94735384429805,1
27072,"Fresno europeo","21/10/2011 15:59","Bajo (2 - 4 mts)",22,"Mediano",-68.8382121459,-32.8874845721,3,"Parque O'Higgins",1531146.02653,0,0.6531310393475,1
41449,"Pltano","07/04/2011 12:24","Alto (> 8 mts)",180,"Grande",-68.8409444542,-32.8810210838,1,"Parque Central",1655357.93265,0,0.482305731391534,0
24630,"Pltano","17/01/2011 12:33","Alto (> 8 mts)",240,"Grande",-68.8420410043,-32.9003929687,2,"Barrio Civico",2366816.36021,0,0.0519564314745367,0
40860,"Fresno americano","08/04/2011 09:47","Alto (> 8 mts)",182,"Grande",-68.839730241,-32.8849656105,1,"Parque Central",1655357.93265,0,0.774550865404308,1
6762,"Acer","17/05/2011 11:28","Medio (4 - 8 mts)",22,"Mediano",-68.8612050665,-32.8933409274,5,"Residencial Sur",2423808.92355,0,0.540244859643281,1
19826,"Morera","04/08/2011 10:35","Alto (> 8 mts)",190,"Grande",-68.8340538499,-32.8643671622,4,"Cuarta Oeste",1173332.70145,0,0.239657970378175,0
25427,"Morera","11/02/2011 13:41","Alto (> 8 mts)",110,"Grande",-68.836363607,-32.9003270883,2,"Barrio Civico",2366816.36021,1,0.154379531973973,0
23385,"Fresno europeo","28/01/2011 09:23","Alto (> 8 mts)",152,"Grande",-68.8493913828,-32.9022348134,2,"Barrio Civico",2366816.36021,0,0.751707166200504,1
7001,"Morera","01/06/2011 12:03","Medio (4 - 8 mts)",32,"Mediano",-68.8629713367,-32.8958231194,5,"Residencial Sur",2423808.92355,0,0.481673543341458,0
10003,"Morera","04/11/2010 10:20","Alto (> 8 mts)",195,"Grande",-68.8516900298,-32.8698211436,6,"Residencial Norte",2694682.37982,0,0.199997768038884,0
26265,"Paraiso","25/10/2011 10:43","Medio (4 - 8 mts)",100,"Grande",-68.8303112656,-32.8890897866,3,"Parque O'Higgins",1531146.02653,0,0.82610380789265,1
18021,"Morera","29/07/2011 13:35","Alto (> 8 mts)",178,"Grande",-68.8410510347,-32.8671571256,4,"Cuarta Oeste",1173332.70145,0,0.486255245748907,0
43099,"Morera","04/10/2011 10:19","Muy bajo (1 - 2 mts)",6,"Chico",-68.8279609006,-32.8782090455,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.965475609526038,1
42436,"Pltano","26/09/2011 10:35","Alto (> 8 mts)",185,"Grande",-68.8329812402,-32.8763955207,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.945834164740518,1
26847,"Morera","07/11/2011 09:30","Alto (> 8 mts)",175,"Grande",-68.8336838427,-32.8928543552,3,"Parque O'Higgins",1531146.02653,1,0.326227933634073,0
15778,"Prunas","23/11/2011 10:53","Bajo (2 - 4 mts)",26,"Mediano",-68.8727390388,-32.8781105164,7,"Residencial Parque",1786336.08966,0,0.0509920087642968,0
35777,"Paraiso","18/03/2011 12:02","Medio (4 - 8 mts)",90,"Grande",-68.8547462288,-32.8749245725,6,"Residencial Norte",2694682.37982,0,0.667793560074642,1
46135,"Morera","27/09/2011 11:22","Alto (> 8 mts)",160,"Grande",-68.8238437837,-32.8742887179,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.842588898725808,1
25917,"Morera","07/02/2011 14:36","Bajo (2 - 4 mts)",38,"Mediano",-68.8386386045,-32.9030265581,2,"Barrio Civico",2366816.36021,1,0.816369638778269,1
5908,"Fresno europeo","18/04/2011 12:11","Alto (> 8 mts)",70,"Grande",-68.8438968146,-32.8865106623,1,"Parque Central",1655357.93265,0,0.242060403572395,0
3164,"Morera","20/09/2011 10:16","Medio (4 - 8 mts)",132,"Grande",-68.83494337,-32.8740641539,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.424425082514063,0
26619,"Pltano","03/11/2011 10:58","Alto (> 8 mts)",180,"Grande",-68.8336475812,-32.8900077726,3,"Parque O'Higgins",1531146.02653,0,0.53035714966245,1
18799,"Morera","10/08/2011 11:04","Alto (> 8 mts)",165,"Grande",-68.8364747578,-32.8697758005,4,"Cuarta Oeste",1173332.70145,0,0.165091670583934,0
16945,"Morera","16/08/2011 13:12","Medio (4 - 8 mts)",123,"Grande",-68.8369368435,-32.8654159888,4,"Cuarta Oeste",1173332.70145,0,0.446242940146476,0
8280,"Morera","21/02/2011 18:16","Muy bajo (1 - 2 mts)",8,"Chico",-68.8499432307,-32.8920079151,5,"Residencial Sur",2423808.92355,0,0.311588608659804,0
20243,"Pltano","26/05/2011 11:32","Alto (> 8 mts)",145,"Grande",-68.859095207,-32.8938398442,5,"Residencial Sur",2423808.92355,0,0.236614433815703,0
19259,"Fresno americano","03/08/2011 12:21","Alto (> 8 mts)",110,"Grande",-68.8376224021,-32.8704880109,4,"Cuarta Oeste",1173332.70145,0,0.682990657398477,1
7369,"Caducifolio","23/06/2011 12:09","Medio (4 - 8 mts)",35,"Mediano",-68.8613218576,-32.9006203042,5,"Residencial Sur",2423808.92355,0,0.341019499348477,0
45219,"Olmo bola","28/09/2011 10:01","Medio (4 - 8 mts)",74,"Grande",-68.8221707514,-32.8722789076,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.782258969265968,1
42854,"Fresno europeo","04/10/2011 13:24","Alto (> 8 mts)",155,"Grande",-68.8321924491,-32.8776206352,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.618117338279262,1
44594,"Pltano","19/10/2011 13:13","Alto (> 8 mts)",190,"Grande",-68.8353731562,-32.885900957,3,"Parque O'Higgins",1531146.02653,0,0.731786428950727,1
35698,"Olmo bola","17/03/2011 12:44","Medio (4 - 8 mts)",120,"Grande",-68.8549257688,-32.8750410994,6,"Residencial Norte",2694682.37982,0,0.746438748436049,1
7932,"Fresno americano","01/03/2011 12:49","Alto (> 8 mts)",130,"Grande",-68.8477696086,-32.887166678,1,"Parque Central",1655357.93265,0,0.0884316142182797,0
14834,"Morera","07/12/2011 10:09","Bajo (2 - 4 mts)",46,"Mediano",-68.8782924929,-32.8694799497,8,"Aeroparque",2203364.73622,0,0.0854615084826946,0
31090,"Tilo","08/02/2011 13:37","Muy bajo (1 - 2 mts)",20,"Chico",-68.8541094073,-32.8649679436,6,"Residencial Norte",2694682.37982,0,0.865273608826101,1
5762,"Morera","06/05/2011 10:27","Bajo (2 - 4 mts)",54,"Mediano",-68.8393990257,-32.8787244727,1,"Parque Central",1655357.93265,0,0.576255005318671,1
11401,"Morera","26/01/2011 16:18","Bajo (2 - 4 mts)",18,"Chico",-68.8509085358,-32.901130002,2,"Barrio Civico",2366816.36021,1,0.23009490640834,0
24668,"Caducifolio","20/01/2011 13:11","Bajo (2 - 4 mts)",22,"Mediano",-68.8422634773,-32.901154045,2,"Barrio Civico",2366816.36021,0,0.870385652873665,1
39076,"Fresno europeo","22/12/2010 09:35","Alto (> 8 mts)",90,"Grande",-68.8533675426,-32.87131754,6,"Residencial Norte",2694682.37982,0,0.0900366238784045,0
14556,"Perenne","15/12/2011 08:11","Muy bajo (1 - 2 mts)",60,"Mediano",-68.8793217983,-32.8670522011,8,"Aeroparque",2203364.73622,0,0.153120606672019,0
32801,"Fresno europeo","14/07/2011 09:36","Alto (> 8 mts)",175,"Grande",-68.8525124082,-32.8851325511,5,"Residencial Sur",2423808.92355,0,0.142896591220051,0
19751,"Morera","12/08/2011 09:32","Alto (> 8 mts)",165,"Grande",-68.8346481415,-32.8690152323,4,"Cuarta Oeste",1173332.70145,0,0.664932222105563,1
19079,"Paraiso","29/07/2011 11:10","Medio (4 - 8 mts)",60,"Mediano",-68.8436113713,-32.8720973208,4,"Cuarta Oeste",1173332.70145,0,0.402435665018857,0
20903,"Fresno europeo","27/05/2011 09:24","Medio (4 - 8 mts)",53,"Mediano",-68.8617159965,-32.895254187,5,"Residencial Sur",2423808.92355,0,0.121038417564705,0
525,"Morera","08/03/2012 18:15","Muy bajo (1 - 2 mts)",3,"Chico",-68.8210766105,-32.868620589,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.757879351032898,1
24796,"Pltano","17/02/2011 12:15","Alto (> 8 mts)",225,"Grande",-68.8412006009,-32.8979770878,2,"Barrio Civico",2366816.36021,0,0.0354245058260858,0
30968,"Fresno europeo","10/02/2011 13:19","Medio (4 - 8 mts)",96,"Grande",-68.8552932295,-32.8635181885,6,"Residencial Norte",2694682.37982,0,0.309729035710916,0
1477,"Tilo","25/11/2011 11:28","Medio (4 - 8 mts)",55,"Mediano",-68.8716011979,-32.8769954894,7,"Residencial Parque",1786336.08966,0,0.0652472423389554,0
45697,"Morera","26/08/2011 10:42","Alto (> 8 mts)",240,"Grande",-68.8219920804,-32.8701502512,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.856377623975277,1
5261,"Paraiso","02/05/2011 12:17","Alto (> 8 mts)",170,"Grande",-68.8434289,-32.8741023337,1,"Parque Central",1655357.93265,1,0.847639282932505,1
3521,"Morera","05/09/2011 09:48","Muy bajo (1 - 2 mts)",8,"Chico",-68.8272478072,-32.8680980913,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.845575341721997,1
31414,"Fresno europeo","23/05/2011 10:02","Muy bajo (1 - 2 mts)",4,"Chico",-68.8503714818,-32.88466067,1,"Parque Central",1655357.93265,0,0.240957627538592,0
32747,"Morera","17/05/2011 10:01","Bajo (2 - 4 mts)",50,"Mediano",-68.8522840954,-32.886898787,5,"Residencial Sur",2423808.92355,0,0.556536061922088,1
3054,"Morera","15/09/2011 14:21","Alto (> 8 mts)",95,"Grande",-68.8260562045,-32.8723229272,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.922307353001088,1
46428,"Morera","16/08/2011 13:13","Alto (> 8 mts)",220,"Grande",-68.832244706,-32.8668852958,4,"Cuarta Oeste",1173332.70145,1,0.0923385841306299,0
8509,"Paraiso","09/02/2011 11:06","Medio (4 - 8 mts)",61,"Grande",-68.8376800246,-32.897543139,2,"Barrio Civico",2366816.36021,0,0.835123313823715,1
19973,"Morera","05/08/2011 08:54","Alto (> 8 mts)",170,"Grande",-68.8328887927,-32.8645997104,4,"Cuarta Oeste",1173332.70145,1,0.352541519328952,0
13682,"Morera","23/02/2011 12:08","Alto (> 8 mts)",160,"Grande",-68.8526959765,-32.8653412997,6,"Residencial Norte",2694682.37982,0,0.986746155889705,1
38170,"Morera","20/10/2010 12:52","Alto (> 8 mts)",180,"Grande",-68.8455392683,-32.8712329987,6,"Residencial Norte",2694682.37982,0,0.641658271662891,1
6606,"Fresno americano","10/05/2011 10:42","Medio (4 - 8 mts)",48,"Mediano",-68.8564288763,-32.8931286979,5,"Residencial Sur",2423808.92355,0,0.827723953872919,1
10566,"Morera","23/03/2011 10:40","Alto (> 8 mts)",60,"Mediano",-68.8549284798,-32.8755888509,6,"Residencial Norte",2694682.37982,0,0.65879873954691,1
28690,"Pltano","01/03/2011 12:45","Alto (> 8 mts)",133,"Grande",-68.846222927,-32.8907228595,2,"Barrio Civico",2366816.36021,0,0.389789073262364,0
18511,"Morera","06/07/2011 13:24","Alto (> 8 mts)",160,"Grande",-68.8379270588,-32.8746417886,1,"Parque Central",1655357.93265,1,0.935972184874117,1
11275,"Paraiso","12/01/2011 11:25","Bajo (2 - 4 mts)",20,"Chico",-68.8464657257,-32.9003379551,2,"Barrio Civico",2366816.36021,0,0.736948578851297,1
34224,"Morera","23/03/2011 10:33","Medio (4 - 8 mts)",120,"Grande",-68.8523275556,-32.875191888,6,"Residencial Norte",2694682.37982,0,0.715598485432565,1
39029,"Acer","23/12/2010 11:21","Alto (> 8 mts)",75,"Grande",-68.8543866172,-32.8714878882,6,"Residencial Norte",2694682.37982,0,0.285315803950652,0
1592,"Algarrobo","30/11/2011 10:04","Muy bajo (1 - 2 mts)",12,"Chico",-68.8728749828,-32.8768156718,7,"Residencial Parque",1786336.08966,0,0.19247463485226,0
715,"Paraiso sombrilla","17/12/2011 09:08","Muy bajo (1 - 2 mts)",10,"Chico",-68.8813215183,-32.8731279676,8,"Aeroparque",2203364.73622,0,0.612009369768202,1
1719,"Paraiso","23/11/2011 08:00","Alto (> 8 mts)",128,"Grande",-68.8724087534,-32.8793251003,7,"Residencial Parque",1786336.08966,0,0.376709810923785,0
8496,"Fresno europeo","14/02/2011 12:20","Alto (> 8 mts)",142,"Grande",-68.8365028568,-32.8959558249,2,"Barrio Civico",2366816.36021,1,0.00415215897373855,0
43089,"Morera","04/10/2011 10:36","Medio (4 - 8 mts)",80,"Grande",-68.8272567702,-32.8782907269,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.536561252083629,1
27606,"Paraiso","07/11/2011 08:57","Alto (> 8 mts)",148,"Grande",-68.8399830076,-32.8942853668,2,"Barrio Civico",2366816.36021,1,0.562354441033676,1
47169,"Paraiso","21/09/2011 10:19","Medio (4 - 8 mts)",72,"Grande",-68.8336162228,-32.8738850532,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.147508019814268,0
18449,"Morera","11/07/2011 09:50","Alto (> 8 mts)",150,"Grande",-68.8397671776,-32.8731682669,4,"Cuarta Oeste",1173332.70145,0,0.0083612494636327,0
31218,"Paraiso","04/02/2011 12:56","Alto (> 8 mts)",134,"Grande",-68.8536863138,-32.864975838,6,"Residencial Norte",2694682.37982,0,0.989929891657084,1
8355,"Morera","03/02/2011 17:35","Medio (4 - 8 mts)",58,"Mediano",-68.8403364474,-32.9019735065,2,"Barrio Civico",2366816.36021,0,0.566963480785489,1
13116,"Morera","17/02/2011 13:34","Alto (> 8 mts)",180,"Grande",-68.8454766786,-32.865642373,4,"Cuarta Oeste",1173332.70145,0,0.988176090177149,1
10832,"Fresno europeo","31/03/2011 11:20","Bajo (2 - 4 mts)",22,"Mediano",-68.855839585,-32.8772834491,6,"Residencial Norte",2694682.37982,0,0.229751105653122,0
16653,"Paraiso","19/07/2011 12:09","Alto (> 8 mts)",108,"Grande",-68.84103877,-32.8633810024,4,"Cuarta Oeste",1173332.70145,1,0.634897669777274,1
26239,"Fresno europeo","19/10/2011 09:39","Medio (4 - 8 mts)",120,"Grande",-68.8310335977,-32.8887592127,3,"Parque O'Higgins",1531146.02653,0,0.246788575313985,0
1857,"Acacia SP","17/11/2011 12:23","Muy bajo (1 - 2 mts)",4,"Chico",-68.8592509876,-32.8711191455,6,"Residencial Norte",2694682.37982,0,0.0827732079196721,0
34131,"Morera","10/03/2011 09:53","Bajo (2 - 4 mts)",13,"Chico",-68.8561640738,-32.8732108282,6,"Residencial Norte",2694682.37982,0,0.553760709706694,1
42820,"Morera","07/10/2011 18:38","Alto (> 8 mts)",70,"Grande",-68.8308683354,-32.8767397009,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.979614890646189,1
6436,"lamo criollo","10/05/2011 09:20","Alto (> 8 mts)",190,"Grande",-68.8610887416,-32.8863825064,5,"Residencial Sur",2423808.92355,0,0.487586393021047,0
35188,"Fresno americano","29/03/2011 10:38","Alto (> 8 mts)",112,"Grande",-68.8518916517,-32.8825596665,1,"Parque Central",1655357.93265,0,0.616132319672033,1
45152,"Morera","01/09/2011 09:41","Medio (4 - 8 mts)",30,"Mediano",-68.82446709,-32.87103813,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.465370307909325,0
38302,"Paraiso","02/12/2010 09:26","Medio (4 - 8 mts)",40,"Mediano",-68.8468919456,-32.8718345679,6,"Residencial Norte",2694682.37982,0,0.411510555073619,0
30286,"Morera","04/03/2011 12:16","Alto (> 8 mts)",120,"Grande",-68.8412104486,-32.8902407728,3,"Parque O'Higgins",1531146.02653,1,0.470766361569986,0
24068,"Fresno europeo","21/01/2011 08:43","Alto (> 8 mts)",108,"Grande",-68.8463896135,-32.9010854744,2,"Barrio Civico",2366816.36021,0,0.184106296626851,0
42906,"Olmo bola","29/09/2011 11:15","Medio (4 - 8 mts)",90,"Grande",-68.8336825458,-32.8770684448,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.762527067912742,1
11439,"Paraiso","01/02/2011 14:58","Alto (> 8 mts)",144,"Grande",-68.8508624446,-32.9024709782,2,"Barrio Civico",2366816.36021,0,0.0251248991116881,0
21071,"Prunas","23/06/2011 10:36","Bajo (2 - 4 mts)",50,"Mediano",-68.8630738107,-32.9001288643,5,"Residencial Sur",2423808.92355,0,0.355411729542539,0
